"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TRENT","EQ","30-Dec-2024","7,118.30","7,139.30","7,145.05","6,915.25","6,975.00","6,954.35","6,995.62","9,60,856","6,72,17,81,974.05","91,103","5,83,328","60.71"
"TRENT","EQ","31-Dec-2024","6,954.35","6,954.00","7,146.00","6,817.80","7,108.45","7,123.35","7,049.64","9,15,919","6,45,69,01,026.15","84,986","4,44,528","48.53"
"TRENT","EQ","01-Jan-2025","7,123.35","7,121.00","7,179.80","7,050.00","7,084.40","7,068.05","7,103.19","4,12,650","2,93,11,31,596.30","49,979","1,46,705","35.55"
"TRENT","EQ","02-Jan-2025","7,068.05","7,100.00","7,336.00","7,055.95","7,296.35","7,321.00","7,230.14","7,06,114","5,10,52,99,649.05","74,952","2,99,894","42.47"
"TRENT","EQ","03-Jan-2025","7,321.00","7,350.00","7,493.05","7,280.10","7,284.45","7,307.70","7,374.19","9,40,233","6,93,34,61,222.40","93,378","3,67,002","39.03"
"TRENT","EQ","06-Jan-2025","7,307.70","7,307.70","7,338.60","6,935.25","6,989.95","6,998.35","7,059.56","9,42,724","6,65,52,16,890.70","1,00,936","4,15,604","44.09"
"TRENT","EQ","07-Jan-2025","6,998.35","7,010.20","7,085.00","6,838.35","6,844.20","6,874.30","6,969.10","6,01,356","4,19,09,10,919.50","63,724","2,92,222","48.59"
"TRENT","EQ","08-Jan-2025","6,874.30","6,869.55","6,873.50","6,590.35","6,684.95","6,699.10","6,683.82","12,57,939","8,40,78,42,621.80","1,40,618","5,45,248","43.34"
"TRENT","EQ","09-Jan-2025","6,699.10","6,719.00","6,719.00","6,572.20","6,620.00","6,621.70","6,628.97","5,92,991","3,93,09,22,109.35","87,684","2,90,460","48.98"
"TRENT","EQ","10-Jan-2025","6,621.70","6,601.00","6,626.00","6,480.00","6,565.05","6,584.10","6,558.30","7,68,200","5,03,80,84,678.35","86,185","4,01,917","52.32"
